season,player,possessions,DRAYMOND
2019,Gary Trent Jr.,242.9744,-2.603705
2019,Shelvin Mack,2576.604,-1.693046
2016,Kyrie Irving,4807.02,-1.179584
2014,Maurice Harkless,3899.594,0.428628
2019,Harry Giles III,1840.046,-0.0660882
2017,Russell Westbrook,6299.099,-1.821721
2014,Jameer Nelson,4331.217,-1.363098
2014,Tony Snell,2467.302,-1.061326
2019,Tony Parker,2145.375,-0.8457208
2019,Alex Caruso,1137.778,4.17129
2018,Dejounte Murray,3758.679,-0.3437103
2014,Ronnie Price,746.6956,-0.1564929
2018,Jamal Murray,5264.662,-2.211512
2016,Tim Hardaway Jr.,1968.758,1.980234
2014,Ricky Ledo,70.11813,7.92294
2017,Marquese Chriss,3753.26,-1.726106
2015,Kendall Marshall,821.5768,0.9357255
2014,Lavoy Allen,2336.035,-0.609032
2017,Tyler Zeller,1264.887,1.838063
2016,Kosta Koufos,3146.163,0.9112778
2018,Jeff Green,4881.626,0.4707374
2018,Bogdan Bogdanovic,4407.547,-1.100377
2016,DeMarre Carroll,2706.68,0.5620099
2018,John Henson,4174.295,0.6651
2017,Omer Asik,1014.208,-0.9624856
2016,Lucas Nogueira,518.2663,1.573747
2016,Gary Harris,4983.182,-1.178804
2015,Bryce Cotton,340.6575,-3.360849
2015,Dorell Wright,1222.973,-0.3641844
2015,Danny Granger,1165.977,-1.407299
2017,Nikola Jokic,4298.481,-1.157698
2015,Garrett Temple,1562.715,-1.419018
2019,Julian Washburn,526.2562,2.290048
2014,Austin Daye,317.2702,-1.81861
2019,Vincent Edwards,33.59333,12.58535
2018,Serge Ibaka,4904.681,-0.1452635
2014,O.J. Mayo,2671.81,1.28996
2016,Tony Snell,2693.341,2.014593
2016,Jarell Eddie,325.5131,1.079772
2018,Jamal Crawford,3663.878,-2.363417
2019,Willie Cauley-Stein,4851.081,-0.3687158
2015,Udonis Haslem,1948.956,-2.190424
2015,Tyler Hansbrough,2180.054,-1.208577
2018,C.J. Williams,1496.042,0.7927682
2015,Omri Casspi,2912.24,-1.775541
2017,Rudy Gay,2048.159,0.251595
2016,Anthony Bennett,180.4775,-9.058456
2017,Okaro White,956.13,-0.158613
2014,Sasha Vujacic,23.5875,-1.400769
2016,Jared Sullinger,4182.842,0.3509502
2018,Tim Quarterman,31.60896,-3.433043
2015,Al Horford,5738.118,1.582315
2014,Chase Budinger,1523.904,0.2144129
2018,Jimmy Butler,4680.827,0.8010484
2016,Chris Copeland,315.1525,-3.026138
2016,Enes Kanter,4182.125,0.5422949
2014,Timofey Mozgov,3705.938,1.506655
2014,Jeremy Tyler,806.945,-0.2408955
2015,Robert Sacre,2283.939,-0.609612
2015,Donald Sloan,2193.936,0.1613014
2017,Wesley Matthews,4875.126,-0.0970557
2018,D.J. Wilson,150.7863,-4.410955
2017,John Henson,2286.937,0.4822718
2018,Mike Scott,3198.033,-0.3615033
2017,LeBron James,7187.196,0.788281
2016,Alex Stepheson,152.8567,6.570402
2019,Jalen Jones,455.2404,-4.733487
2018,Steven Adams,5562.139,1.208081
2014,Chris Babb,266.8325,-0.0908298
2017,Andrew Wiggins,6148.07,-1.525159
2017,Ed Davis,1637.997,-1.067687
2019,Ian Mahinmi,1052.025,-0.1491878
2015,Enes Kanter,4239.928,-0.9097347
2017,Nicolas Laprovittola,354.09,0.2631054
2014,Raymond Felton,3866.337,0.3217044
2016,Iman Shumpert,3352.806,-1.210228
2014,Rodney Stuckey,3918.281,-1.788195
2019,Tyson Chandler,1949.59,1.516872
2018,Rodney McGruder,643.3523,-1.482651
2016,Giannis Antetokounmpo,5648.353,0.4024293
2019,Alex Len,3488.797,0.4024043
2015,Jerami Grant,2868.463,0.2043831
2017,Dahntay Jones,91.18187,-0.2259229
2018,Deyonta Davis,1987.765,-0.7312679
2016,Robin Lopez,4386.223,0.9250638
2019,Tomas Satoransky,4634.116,-1.070856
2017,Spencer Dinwiddie,2823.078,-0.7507391
2014,Aaron Brooks,3257.934,-0.9529003
2016,Noah Vonleh,2406.053,0.3042056
2015,Xavier Henry,173.3796,-1.588095
2019,Dennis Schroder,5384.671,-0.4165751
2017,Manny Harris,51.01042,-8.608786
2018,Wilson Chandler,4827.384,0.7650917
2014,Steven Adams,3097.911,0.2357731
2015,Markieff Morris,5275.457,-0.3461678
2019,Marcus Derrickson,138.8296,2.390496
2016,Nikola Vucevic,4131.291,0.5384142
2018,Aron Baynes,3803.767,2.715094
2015,Ryan Hollins,913.3294,-0.4911001
2019,Maurice Harkless,3832.886,0.6600327
2014,Tony L. Mitchell,160.7321,-6.197312
2014,Cody Zeller,2997.656,0.5413696
2019,DeAndre' Bembry,4310.555,-0.9974544
2016,Nick Collison,1601.395,0.9907112
2018,Gary Harris,4745.76,-0.4399064
2018,Hassan Whiteside,2990.955,1.220021
2017,Terry Rozier,3194.827,-0.867269
2019,Alex Abrines,1288.455,-1.124739
2018,David Nwaba,3458.657,-2.361603
2018,James Ennis III,3272.596,1.197944
2019,Kyle Lowry,6510.273,0.5748281
2014,Jordan Hill,3098.438,0.3392649
2018,Cameron Payne,1228.02,0.7915258
2018,D'Angelo Russell,2681.636,-1.861736
2018,Jameer Nelson,2134.145,-0.1793349
2016,Jason Thompson,1071.736,-1.306664
2016,Duje Dukan,51.5,2.023249
2019,Furkan Korkmaz,1583.878,-1.743318
2018,Kemba Walker,5700.0,1.331579
2016,Anthony Morrow,2076.963,-0.9434649
2018,Furkan Korkmaz,180.8692,-8.236812
2017,Doug McDermott,3210.038,-1.513831
2016,Toney Douglas,2628.904,-1.319362
2018,David Stockton,33.21687,-1.971419
2015,Patrick Christopher,59.04521,-15.53375
2014,JJ Redick,2754.296,-0.0197083
2017,Trey Burke,1474.584,-1.241974
2017,Tyler Ulis,2420.065,-1.997517
2015,Sean Kilpatrick,153.03,-3.973586
2016,Leandro Barbosa,2838.374,-2.00969
2015,Chris Douglas-Roberts,209.9483,-6.192442
2015,Tyreke Evans,5465.102,-0.3234916
2017,DeMar DeRozan,6003.848,-0.4660327
2019,Harrison Barnes,5415.456,-0.424637
2017,Brandon Rush,2070.729,1.528256
2018,Michael Beasley,3435.485,-0.6878642
2014,John Salmons,3585.461,0.3798014
2016,Timofey Mozgov,2788.111,2.30986
2016,Kyle Lowry,7031.214,-0.3411869
2018,Antonius Cleveland,267.5556,-4.956103
2015,Jeff Green,5488.16,0.0165587
2015,Steve Blake,3217.661,0.1185072
2014,Marreese Speights,2222.606,-0.2541094
2019,Jarrett Allen,4773.596,0.8708782
2015,Marcin Gortat,5554.951,1.621325
2018,Josh Huestis,2043.69,2.378113
2015,Andre Dawkins,43.12917,8.610134
2018,Miles Plumlee,1959.356,1.275791
2019,Jarell Martin,749.3867,1.005924
2016,Nick Young,2096.775,-2.6883
2016,Willie Cauley-Stein,3021.092,-0.379425
2017,James Harden,7067.839,0.418732
2019,Malachi Richardson,241.02,-7.62904
2017,Anthony Brown,318.4934,1.68781
2017,Damjan Rudez,648.41,-4.269502
2014,John Lucas III,1179.168,-1.089185
2017,Reggie Bullock,954.9177,0.9392402
2017,Hollis Thompson,1552.596,0.2496292
2014,D.J. Augustin,3959.667,-0.2903618
2016,Alexis Ajinca,1792.136,0.0424595
2018,Shelvin Mack,2805.075,-1.867653
2018,Raymond Felton,2931.717,0.6830324
2014,Joakim Noah,5745.7,2.081515
2017,Tony Allen,3753.833,-0.1356277
2014,PJ Tucker,5103.981,-0.0827916
2015,Aron Baynes,2388.48,1.509869
2014,Tristan Thompson,5105.316,-0.4892039
2015,Shawn Marion,2240.802,1.21747
2014,Carmelo Anthony,5687.544,-0.1640346
2016,Terrence Ross,4091.675,1.414185
2017,Malcolm Delaney,2604.9,-1.711578
2016,Shayne Whittington,86.59541,-1.755138
2014,Paul Millsap,5521.348,0.4274445
2018,Charles Cooke,82.27,0.9357717
2014,Ryan Kelly,2809.867,-0.0650384
2014,Archie Goodwin,1116.302,1.563641
2015,Terrence Ross,4340.709,-0.5210208
2016,Zaza Pachulia,4193.343,-0.1461747
2018,Kosta Koufos,2798.228,0.6138446
2015,Gary Harris,1522.033,-0.4397254
2014,Dante Cunningham,3368.441,-0.3946757
2017,Jeremy Lamb,2303.859,-1.911889
2016,Patrick Beverley,4469.351,0.5249289
2017,Daniel Ochefu,168.9146,-2.114684
2019,Svi Mykhailiuk,966.1542,-0.3094348
2015,Marcus Smart,3884.246,-0.5564024
2019,Langston Galloway,3888.201,0.242397
2019,Nik Stauskas,2163.945,-2.228719
2019,Wendell Carter Jr.,2310.881,0.6486585
2015,Lance Thomas,2931.21,-0.5357166
2015,Reggie Evans,1504.284,-2.613855
2018,Klay Thompson,6958.181,0.4861483
2019,Andrew Bogut,662.2256,2.202198
2016,Metta World Peace,1191.8,-0.3609142
2018,Kevin Love,4703.82,-1.060585
2017,Marcus Morris,5157.787,0.6106465
2015,Maurice Harkless,1369.063,-0.2906764
2019,Paul Millsap,4865.898,0.5895746
2017,Thaddeus Young,4885.771,1.118878
2018,Maurice Harkless,2724.899,1.172922
2016,Ian Mahinmi,4101.729,-0.1545455
2019,Thabo Sefolosha,1388.292,1.674104
2018,Abdel Nader,1171.803,-2.305092
2019,Boban Marjanovic,1735.128,3.018899
2016,Marreese Speights,2185.887,1.117214
2018,Okaro White,168.4167,0.0084546
2018,Kyle Lowry,5947.169,0.7621993
2015,Trey Burke,4433.953,-0.5705215
2017,Aaron Harrison,34.88896,-8.022891
2016,Brandon Rush,2477.126,-0.1441366
2015,Brendan Haywood,250.3963,3.69022
2019,John Collins,4038.661,0.8836584
2018,Jakob Poeltl,3446.007,2.762853
2016,Gerald Henderson,3417.139,0.0531934
2019,Sterling Brown,2651.353,-0.294829
2015,Tony Allen,3843.42,2.294243
2019,Jemerrio Jones,299.7638,2.953472
2017,Cory Joseph,4490.19,0.0581474
2017,Axel Toupane,96.55083,1.486451
2016,Sasha Kaun,202.1521,1.008536
2017,Nicolas Batum,5313.055,-0.4217165
2014,Josh Childress,47.31,11.3385
2019,Malik Beasley,4532.263,-1.876715
2019,Will Barton,3154.591,-0.9997097
2019,Paul George,6639.482,0.0924507
2016,Jarnell Stokes,37.26292,4.318461
2018,Dennis Smith Jr.,4223.928,-0.842388
2015,Chris Johnson,1101.378,0.550303
2018,Emeka Okafor,790.579,1.689047
2018,Cory Joseph,4802.798,-0.0645232
2019,Danny Green,6092.904,0.0808996
2014,Lance Thomas,84.53375,-5.747271
2015,Serge Ibaka,4269.03,3.177415
2018,Kyle Singler,122.3267,1.586451
2017,Kevin Durant,5599.939,2.279719
2016,Kevon Looney,48.42688,-3.824498
2019,Delon Wright,3611.263,0.4292844
2015,Aaron Brooks,3984.044,-0.1861272
2014,Shabazz Muhammad,595.5875,3.176583
2014,Reggie Evans,1771.578,-2.436634
2014,Eric Bledsoe,2895.425,1.325166
2015,JJ Hickson,2894.902,-0.3786871
2015,Damian Lillard,6244.834,-0.2365652
2017,Jake Layman,558.0614,-0.7376548
2019,Rajon Rondo,2992.406,-1.787589
2019,Cedi Osman,5021.402,-1.103224
2014,Gorgui Dieng,1688.318,0.2049756
2014,Kris Humphries,2735.373,1.77609
2015,Adreian Payne,1470.223,-3.482662
2014,Kendrick Perkins,3209.056,1.131639
2019,Jordan Bell,1918.161,0.0057384
2016,Derrick Williams,2898.7,-0.0326958
2014,Kyle Lowry,6152.952,-0.0773998
2014,Arinze Onuaku,61.25729,-3.493101
2016,Tyler Zeller,1600.095,0.9474729
2014,Mike Conley,5171.52,0.315912
2018,Al Jefferson,997.9475,-0.6700933
2017,Maurice Ndour,683.5839,4.179875
2016,Sean Kilpatrick,1284.158,-2.942084
2019,CJ McCollum,6339.989,0.6987391
2014,Hedo Turkoglu,887.3933,1.957825
2016,KJ McDaniels,590.3911,0.9135218
2019,Troy Daniels,1635.583,-2.573228
2019,Michael Beasley,600.9746,-0.3740406
2019,Nerlens Noel,2437.404,2.148894
2014,JJ Hickson,3865.171,-0.0029957
2019,Steven Adams,6187.478,0.7765805
2017,Raul Neto,836.3871,3.354016
2017,Bradley Beal,6577.491,-0.0944418
2019,Amir Johnson,1224.958,-1.439458
2019,Bojan Bogdanovic,5658.639,-0.3173191
2018,Amir Johnson,2786.456,1.458153
2015,Trevor Booker,3052.733,1.863483
2018,Richard Jefferson,344.7111,-3.461446
2016,Frank Kaminsky,3869.124,-0.1465731
2014,Paul Pierce,4782.38,-0.1577264
2014,Alexey Shved,1362.445,-0.4379106
2016,Lou Williams,3918.488,1.103977
2015,Pero Antic,2566.206,0.6201414
2017,Dirk Nowitzki,2926.913,-0.3142648
2014,George Hill,5998.104,1.187758
2017,Rakeem Christmas,458.1662,-0.0339246
2016,Alan Williams,157.6467,2.121647
2019,Jrue Holiday,5232.857,0.241559
2014,Tony Allen,2936.824,2.334754
2014,Darius Johnson-Odom,34.325,1.873755
2016,Devyn Marble,531.0444,-2.085239
2017,Leandro Barbosa,2041.159,-1.766003
2019,Jon Leuer,856.495,-2.634298
2018,Chris Paul,4913.794,-0.3848919
2018,Shaquille Harrison,842.96,1.557239
2016,Tony Parker,4452.415,-0.3265708
2019,Julius Randle,4889.475,-0.4054253
2019,Ike Anigbogu,13.65875,-16.64853
2014,Jeff Green,5597.144,-0.8261313
2018,Brandan Wright,788.2238,0.5897183
2019,Kent Bazemore,3658.071,-1.071889
2018,Johnny O'Bryant III,807.3489,-3.707838
2018,DeAndre' Bembry,970.5719,-1.866463
2014,Josh Powell,37.27958,-4.709188
2016,Dwyane Wade,5424.176,-0.0480582
2019,Jakob Poeltl,3061.316,0.6423814
2014,Greg Smith,209.875,0.778456
2017,Kentavious Caldwell-Pope,5095.408,-0.726375
2018,Kobi Simmons,1322.839,-3.136015
2017,Cheick Diallo,421.7142,-2.598847
2015,Tarik Black,2365.8,-1.316391
2018,Derrick Jones Jr.,502.1827,1.204689
2014,Andre Drummond,5245.639,-0.3000934
2019,Jeff Green,4501.123,-0.6749287
2018,James Webb III,254.65,-1.621968
2019,Dennis Smith Jr.,3200.071,1.153498
2015,Sergey Karasev,1112.081,-0.6003624
2018,Kristaps Porzingis,3182.679,2.35305
2018,Jaylen Morris,220.3979,-0.7619706
2017,Caris LeVert,2713.411,-0.9325753
2019,Kyle O'Quinn,814.4689,0.5659583
2017,Jeff Teague,5740.138,-0.3342171
2018,Kawhi Leonard,435.7938,2.5306
2017,Seth Curry,3984.449,1.042352
2015,Brandon Bass,4143.017,-0.3347345
2018,Zach LaVine,1382.383,-0.4291768
2019,J.P. Macura,37.87104,5.283751
2018,Draymond Green,6605.786,2.249488
2017,Kyle O'Quinn,2516.121,2.167109
2019,Doug McDermott,2906.158,-0.4505801
2016,Austin Rivers,3373.585,2.067886
2018,Ricky Rubio,5007.22,-1.266144
2014,Ryan Hollins,1058.395,3.247251
2017,Eric Gordon,5697.024,0.4395047
2015,Derrick Favors,4376.175,2.397554
2019,Kyle Kuzma,5063.321,-0.245533
2018,Richaun Holmes,1648.942,0.7384267
2019,Monte Morris,4560.982,-0.6163935
2019,Seth Curry,3615.459,1.030651
2016,T.J. McConnell,3365.239,-1.598336
2017,Jahlil Okafor,2344.073,0.000468
2019,Allen Crabbe,2443.739,1.085181
2019,Gerald Green,3323.961,-1.431377
2019,Trevon Duval,13.92,-17.48317
2019,Eric Gordon,5347.29,0.4548846
2018,Antonio Blakeney,655.7366,0.3104241
2016,Edy Tavares,157.756,0.2869794
2019,Nikola Mirotic,3443.532,0.3945358
2018,Evan Turner,4392.839,0.9081523
2014,Jeremy Evans,2371.151,-0.0150306
2018,Erik McCree,19.145,-7.532821
2016,Tony Allen,3382.923,0.1114219
2018,Jaylen Brown,5556.328,1.590346
2019,Jaylen Adams,963.8917,-1.341763
2018,Wesley Matthews,4335.253,-0.054306
2014,Joe Johnson,5830.761,-0.6286601
2014,Andray Blatche,3532.228,-0.9680415
2014,DJ White,26.23937,-3.096095
2019,Jared Terrell,238.6731,8.77721
2015,Luol Deng,4667.486,0.4380541
2017,Sean Kilpatrick,3776.947,-2.127856
2016,Markel Brown,2022.715,-2.832081
2014,Jeff Teague,5633.849,-0.196137
2019,Tim Hardaway Jr.,4344.809,-1.159507
2014,Doron Lamb,1376.39,-2.175347
2018,RJ Hunter,92.34375,8.81468
2015,Jodie Meeks,2923.695,0.2015882
2015,Hassan Whiteside,2229.993,1.395357
2016,Stanley Johnson,3623.466,-0.40893
2017,Alex Abrines,2416.884,-2.268143
2017,AJ Hammons,331.0258,-0.1766801
2018,Josh McRoberts,13.565,-16.72105
2019,James Johnson,2419.422,2.190668
2017,Brook Lopez,4810.63,0.8435237
2014,Julyan Stone,237.35,-0.4995325
2017,Kevin Seraphin,1280.461,0.388135
2018,Kyle Korver,4325.938,0.5102124
2017,Alex Len,3358.225,1.541873
2019,TJ Leaf,1181.975,4.605507
2014,Michael Carter-Williams,5081.973,-0.8353348
2017,Bojan Bogdanovic,5010.472,-0.8448923
2017,JR Smith,3426.913,-0.1770582
2018,Kevon Looney,2756.739,3.592211
2017,Wesley Johnson,1723.755,0.3157107
2016,Willie Reed,877.7375,-1.975625
2015,Alex Kirk,29.53125,-11.54336
2018,Rondae Hollis-Jefferson,4090.8,-0.1351819
2015,Ian Clark,396.1054,0.4806618
2019,Garrett Temple,4385.689,-0.3142453
2015,Mario Chalmers,4616.613,0.4674044
2018,Maxi Kleber,2481.847,-1.097707
2014,CJ McCollum,1042.648,1.582489
2015,Doug McDermott,672.3042,-2.724335
2016,Keith Appling,57.81937,6.280284
2018,Jae Crowder,5055.072,-0.8401006
2019,Justin Anderson,1066.829,-1.465001
2014,Shawne Williams,1559.42,0.1945255
2017,Lance Stephenson,945.8821,0.1463621
2019,Donovan Mitchell,5922.935,-1.076381
2018,Briante Weber,507.5631,-7.717921
2019,Amile Jefferson,147.9567,-2.662952
2018,Tobias Harris,5485.36,-0.1615683
2019,Shake Milton,576.0325,-0.0211573
2015,LeBron James,6533.031,-0.8847018
2019,Darius Miller,3861.374,0.6968749
2014,Brandon Davies,1224.99,-0.9601179
2016,Rodney Hood,4866.544,-0.1107323
2015,Kenneth Faried,4257.613,-0.573065
2018,Paul Millsap,2354.58,2.443565
2019,Royce O'Neale,3883.882,0.7524887
2018,Monte Morris,54.38021,5.450912
2014,Al Jefferson,5189.211,0.7736504
2019,Stephen Curry,6851.972,-0.4162706
2019,Gary Clark,1360.031,-1.187135
2016,Tarik Black,1010.29,1.996832
2015,Elton Brand,990.085,0.1594249
2017,JaMychal Green,4356.9,0.6677538
2016,Chris Bosh,3530.071,-0.0251405
2015,Carlos Boozer,3435.465,-0.480329
2016,Elfrid Payton,4398.591,-0.9435432
2017,Willie Reed,2140.184,0.1882913
2015,Zoran Dragic,158.0271,1.92089
2016,Julius Randle,4666.773,-1.346613
2016,Dirk Nowitzki,5167.278,-0.0040171
2016,Joe Johnson,6386.622,-0.8674544
2016,Darren Collison,4683.939,-1.799206
2018,Luol Deng,29.20125,6.049096
2014,Jodie Meeks,5397.953,-0.5579623
2015,Archie Goodwin,1099.871,-0.9821848
2016,Rasual Butler,876.96,1.882122
2017,Andrew Harrison,3149.685,0.865516
2015,David Lee,2111.368,0.4423297
2019,Cory Joseph,4489.078,1.127414
2016,Josh McRoberts,1459.349,1.327061
2015,E'Twaun Moore,1050.437,0.4968447
2015,Shaun Livingston,3774.587,2.168387
2018,Brice Johnson,219.5675,3.932705
2019,BJ Johnson,109.7196,-4.907263
2016,Jordan McRae,394.7565,-0.8005886
2016,Luc Mbah a Moute,2790.168,5.032783
2017,Lou Williams,4860.188,-1.192284
2015,Jack Cooley,192.1794,1.8046
2015,Amir Johnson,4151.016,0.1203203
2016,Jahlil Okafor,3250.943,0.220366
2019,Zhou Qi,3.141458,-2.437187
2015,Brandon Rush,609.0025,-3.728351
2019,Kalin Lucas,13.97,-2.437187
2018,LeBron James,8069.847,0.0629269
2018,Xavier Munford,44.52437,-4.747437
2017,Kent Bazemore,4418.495,1.338998
2019,Elfrid Payton,2777.604,0.2341776
2014,Reggie Bullock,847.6833,1.814126
2017,Shelvin Mack,2686.794,0.8912434
2016,Kyle Singler,2153.543,-1.419787
2014,Isaiah Thomas,5051.223,0.3031118
2015,Marvin Williams,4075.935,0.9071405
2017,Georges Niang,197.0631,-0.43628
2015,Mo Williams,3978.242,0.0649728
2016,Luke Babbitt,1776.789,-1.690378
2017,Marreese Speights,2866.662,0.5299587
2019,Wayne Selden,3048.372,-1.491459
2018,Manu Ginobili,2923.061,1.156407
2018,Isaiah Whitehead,388.2375,3.728576
2015,Joel Anthony,811.6617,2.267673
2017,Brandon Ingram,4768.333,-1.359275
2017,Wayne Selden,673.3098,-1.148113
2016,Shaun Livingston,4229.317,0.5865966
2019,Luka Doncic,4912.229,-0.809001
2014,Chris Paul,5413.724,-0.4314759
2015,Marc Gasol,6062.403,1.286604
2016,Deron Williams,4313.703,0.237858
2016,JaKarr Sampson,2439.588,-0.0335393
2018,Tyrone Wallace,1845.074,0.0185883
2015,Gerald Green,2997.136,-1.181538
2015,Kent Bazemore,3334.591,0.2829638
2016,Boris Diaw,3176.88,0.6921547
2015,Kevin Garnett,1889.641,-0.4917612
2016,Matthew Dellavedova,4217.616,1.06567
2014,Anthony Tolliver,2659.459,0.1838065
2017,Ian Mahinmi,1290.746,0.735033
2014,Hasheem Thabeet,418.3598,-0.4039978
2014,Dirk Nowitzki,5862.369,0.1611758
2016,Nerlens Noel,4099.072,0.2283521
2014,Al Horford,1943.542,1.487233
2015,Bismack Biyombo,2442.236,1.04355
2017,Nerlens Noel,2184.344,0.1468384
2015,Omer Asik,4020.31,-0.3051992
2016,Axel Toupane,618.6417,1.500412
2015,Kentavious Caldwell-Pope,5143.279,-0.9646595
2014,Lou Amundson,370.6208,-0.6557441
2016,Paul George,6339.954,1.004909
2016,Brandon Jennings,1822.062,1.163918
2019,Mo Bamba,1607.642,0.1476502
2015,Jared Cunningham,194.4835,-0.3384767
2017,Jerian Grant,2180.609,0.7911432
2019,Rodney McGruder,3272.115,0.025176
2018,Alec Peters,484.3125,-0.0217764
2015,George Hill,2490.183,2.159357
2014,Erik Murphy,130.1871,-0.2391772
2015,Anthony Bennett,1848.345,-2.552391
2018,Dwyane Wade,3530.534,1.354825
2019,Ed Davis,3156.759,0.2265715
2016,Michael Beasley,952.3623,0.061181
2019,Russell Westbrook,6193.348,-0.8365771
2015,Nick Collison,2254.986,-0.439481
2016,Josh Richardson,2949.778,1.350403
2019,Draymond Green,6260.347,1.76104
2014,Darren Collison,4728.13,0.3027548
2016,Kelly Oubre Jr.,1445.166,-1.748323
2017,Marcus Georges-Hunt,100.51,-11.24402
2014,Jamaal Franklin,329.7527,0.9715132
2019,Mike Scott,3519.863,-0.3210672
2017,Patrick Patterson,3602.304,2.241252
2015,Amar'e Stoudemire,2633.586,1.099141
2019,Ron Baker,336.5481,2.018045
2019,Robin Lopez,3386.653,2.350851
2014,Viacheslav Kravtsov,130.4637,-2.465998
2018,Marquis Teague,151.4379,-4.34797
2015,Rudy Gay,4889.745,0.0631199
2015,Kemba Walker,4128.077,1.922784
2016,Andrew Goudelock,133.2717,1.892868
2017,Kenneth Faried,2730.78,-1.184074
2019,Cameron Reynolds,552.5333,-0.107811
2015,Monta Ellis,5945.931,0.6046882
2019,Anthony Tolliver,2328.167,-0.404532
2017,Zach LaVine,3481.239,-1.367545
2015,Rudy Gobert,4191.465,2.021179
2019,Gary Harris,4427.221,1.41911
2015,Patty Mills,1896.262,0.2971923
2014,Harrison Barnes,4889.058,-0.6148525
2016,RJ Hunter,757.8184,-0.8811454
2018,Derrick Favors,5004.995,1.678385
2018,Troy Williams,655.565,0.6359671
2015,Dwight Howard,3720.063,0.3850373
2018,Caleb Swanigan,416.9662,-0.7033982
2017,Luol Deng,3110.384,-0.5754619
2016,Trey Burke,2698.419,-1.047511
2014,Chuck Hayes,1578.538,-0.5101215
2015,Steve Novak,418.1977,-4.82752
2018,Quincy Pondexter,412.1308,-0.8676143
2019,Landry Shamet,4303.305,-0.0469583
2017,Isaiah Taylor,135.3438,0.0146766
2019,Al-Farouq Aminu,5689.188,-0.9228402
2018,Andrew Harrison,2647.028,0.4766314
2016,Arron Afflalo,4674.822,-0.2199857
2017,Malcolm Brogdon,4320.626,-0.6595258
2016,Otto Porter Jr.,4759.685,-1.844302
2014,Quincy Acy,1735.642,1.923113
2019,Caleb Swanigan,382.9458,0.3930628
2015,Jeff Teague,5568.297,0.327121
2015,Kyle Singler,3515.076,-0.5047218
2017,Trey Lyles,2321.766,0.3791117
2018,Markieff Morris,4387.529,0.3877054
2019,Brandon Knight,1545.823,-1.462342
2018,Jarell Eddie,12.78125,-11.20138
2017,Andrew Nicholson,703.5156,-0.2353014
2015,Tyler Ennis,869.8605,2.189428
2018,Treveon Graham,2190.563,-0.3128412
2016,Elijah Millsap,356.9567,2.855453
2016,Bismack Biyombo,4554.06,1.440235
2014,Jon Leuer,1301.44,-0.0899972
2015,Kalin Lucas,13.5625,-14.36621
2017,Derrick Rose,4253.786,0.9500251
2015,Seth Curry,16.41,-1.384463
2014,Will Barton,969.8175,2.540835
2017,James Ennis III,3277.418,0.4617595
2017,Norman Powell,3239.276,-1.75701
2016,Branden Dawson,58.27187,-7.402748
2015,Damjan Rudez,2109.705,-0.9974422
2015,LaMarcus Aldridge,5397.503,1.172416
2019,Domantas Sabonis,4021.284,0.2174945
2019,Josh Hart,3795.867,1.722839
2018,Clint Capela,5260.663,1.706621
2017,Ben McLemore,2387.035,-1.045275
2016,Zach LaVine,4731.375,-1.240887
2014,Tony Mitchell,18.975,14.91643
2017,Beno Udrih,1125.6,-1.639477
2019,Marvin Bagley III,3418.345,-0.2957602
2019,Brook Lopez,6039.569,2.531657
2014,Nene,3740.953,0.0163101
2015,Jeremy Evans,526.8463,0.6678514
2015,Joe Ingles,3247.711,-0.1916275
2014,Caron Butler,3669.118,-0.4742085
2015,JaMychal Green,361.3744,2.676952
2015,Chris Kaman,2892.57,0.0255792
2018,Robert Covington,6003.82,-0.4108775
2017,Nik Stauskas,4576.111,-1.077805
2015,Andrew Bogut,4152.807,2.510708
2018,Mario Hezonja,3436.894,0.3046756
2016,LaMarcus Aldridge,5131.443,1.034665
2016,Pablo Prigioni,1743.592,-2.33444
2016,Jerryd Bayless,2985.23,0.2927911
2018,Dwight Buycks,874.9942,0.3378911
2016,Mario Hezonja,2918.728,-1.085079
2015,Ersan Ilyasova,2926.731,-0.4823955
2018,Aaron Jackson,103.3146,-7.791431
2014,Kevin Seraphin,1158.314,0.5565391
2016,Randy Foye,3736.225,0.784383
2017,Jrue Holiday,4555.2,2.418317
2015,Malcolm Thomas,422.3946,-3.479517
2015,Eric Gordon,4179.403,-0.7346233
2017,Anthony Tolliver,3024.157,-1.40762
2018,Stanley Johnson,3885.462,-0.1080995
2014,Andrew Bogut,3645.246,1.655811
2014,Maalik Wayns,23.04375,-3.601494
2015,Andrew Wiggins,5926.248,-1.092563
2015,Mason Plumlee,3545.66,-1.097537
2019,Matthew Dellavedova,1718.107,-0.0974286
2015,Joe Johnson,5939.48,-1.048203
2015,Giannis Antetokounmpo,5451.552,0.19944
2017,Brandon Jennings,4128.536,-1.610031
2018,Travis Wear,485.925,3.336361
2018,T.J. McConnell,4007.099,1.577088
2014,Antawn Jamison,515.9434,-0.6930863
2019,Jaren Jackson Jr.,3076.081,1.510787
2019,Skal Labissiere,430.9944,-0.3129248
2019,Jonathan Isaac,4456.008,0.6100996
2018,Greg Monroe,2405.561,-1.003453
2016,Elliot Williams,87.73125,1.578761
2019,Zhaire Smith,252.5408,0.0503009
2018,Otto Porter Jr.,5310.774,-1.605328
2018,Noah Vonleh,1808.156,-0.1632739
2016,Maurice Harkless,3586.691,-0.420911
2018,Marc Gasol,4799.445,0.7389863
